time,open,high,low,close,EMA 9,EMA 21,Entry,TP,SL,B,A0,A1,A2,A3,ST0,ST1,ST2,ST3,ENTRY,TP,SL,Volume,VolAvg
1418874300,64.88025587,68.11255462,64.88025587,68.11255462,,,0,0,0,,,,,,0,0,0,0,,,,947300.61439321,
1418960700,71.48539665,71.48539665,71.48539665,71.48539665,,,0,0,0,,,,,,0,0,0,0,,,,64591.80753288,
1419219900,75.04560817,75.04560817,69.51790312,70.82956266,,,0,0,0,,,,,,0,0,0,0,,,,8074858.6408107,
1419306300,71.20432413,74.34293392,67.3161914,68.01886565,,,0,0,0,,,,,,0,0,0,0,,,,18975311.07028162,
1419392700,67.50357589,71.39170112,66.70720612,71.39170112,,,0,0,0,,,,,,0,0,0,0,,,,905004.69997214,
1419565500,74.95192014,74.95192014,73.54657164,74.95192014,,,0,0,0,,,,,,0,0,0,0,,,,936342.12262343,
1419824700,76.77887038,78.18421889,74.01502114,75.09245687,,,0,0,0,,,,,,0,0,0,0,,,,868210.97948047,
1419911100,75.51405767,75.51405767,71.7196214,73.21865886,,,0,0,0,,,,,,0,0,0,0,,,,533793.92982147,
1419997500,73.68710836,76.87256591,73.68710836,76.87256591,72.21929805333333,,0,0,0,,,,,,0,0,0,0,,,,868009.25015891,
1420083900,78.69951615,80.71385088,78.32475467,80.71385088,73.91820861866667,,0,0,0,,,,,,0,0,0,0,,,,594492.04124291,
1420170300,83.47769918,88.95855741,82.72818467,83.3371634,75.80199957493333,,0,0,0,,,,,,0,0,0,0,,,,3675209.38062604,
1420429500,84.03983765,87.5532089,82.77502493,85.86679539,77.81495873794667,,0,0,0,,,,,,0,0,0,0,,,,2179725.8788241,
1420515900,84.22722213,84.83620742,80.57331415,80.85438666,78.42284432235734,,0,0,0,,,,,,0,0,0,0,,,,1790303.96748555,
1420602300,81.46336539,84.92989638,80.01117662,83.8056129,79.49939803788587,,0,0,0,,,,,,0,0,0,0,,,,1871098.16179795,
1420688700,85.16412113,94.15834968,83.52454788,90.78551515,81.7566214603087,,0,0,0,,,,,,0,0,0,0,,,,6813221.04938582,
1420775100,91.72241415,108.91450896,91.4413407,108.3992145,87.08514006824696,,0,0,0,,,,,,0,0,0,0,,,,13218372.49972395,
1421034300,110.55408221,125.91921647,106.2443468,121.75002528,94.01811711059757,,0,0,0,,,,,,0,0,0,0,,,,18663665.95223929,
