time,open,high,low,close,EMA 9,EMA 21,Entry,TP,SL,B,A0,A1,A2,A3,ST0,ST1,ST2,ST3,ENTRY,TP,SL,Volume,VolAvg
1666151100,195.326,195.326,185.5597,185.5597,,,0,0,0,,,,,,0,0,0,0,,,,5524064.38466973,
1666237500,176.281715,176.281715,176.281715,176.281715,,,0,0,0,,,,,,0,0,0,0,,,,1710746.13722699,
1666323900,167.492045,167.492045,167.492045,167.492045,,,0,0,0,,,,,,0,0,0,0,,,,292711.67176925,
1666615500,165.538785,175.35391948,159.14185552,161.04628104,,,0,0,0,,,,,,0,0,0,0,,,,2016599.94061211,
1666669500,153.037921,169.05466277,153.037921,167.39437223,,,0,0,0,,,,,,0,0,0,0,,,,10417741.62169911,
1666842300,162.26706473,165.92942723,159.04420527,159.04420527,,,0,0,0,,,,,,0,0,0,0,,,,7691078.50465376,
1666928700,152.8914265,158.897701,151.1334925,154.7470235,,,0,0,0,,,,,,0,0,0,0,,,,11045572.01806211,
1667187900,147.47113,162.46241027,147.47113,161.04627723,,,0,0,0,,,,,,0,0,0,0,,,,8405710.45329347,
1667274300,159.53252027,168.664001,153.8680565,155.28417,165.32175436333333,,0,0,0,,,,,,0,0,0,0,,,,51119717.80510531,
1667360700,159.19069,163.0483785,158.4582175,163.0483785,164.86707919066666,,0,0,0,,,,,,0,0,0,0,,,,10427453.59040783,
1667447100,162.99953723,174.7679385,156.60263027,170.91025,166.0757133525333,,0,0,0,,,,,,0,0,0,0,,,,24034634.40606985,
1667533500,170.91025,173.44949777,164.41567027,165.63645777,165.98786223602664,,0,0,0,,,,,,0,0,0,0,,,,5856949.91962156,
1667792700,167.296719,167.98036,157.33510277,160.06964723,164.80421923482132,,0,0,0,,,,,,0,0,0,0,,,,6930448.58339392,
1667965500,152.35428,157.23743,151.6218075,152.94026777,162.43142894185706,,0,0,0,,,,,,0,0,0,0,,,,6532126.80339535,
1668051900,151.37765,153.72155223,132.82168,139.6092585,157.86699485348566,,0,0,0,,,,,,0,0,0,0,,,,15604888.23812498,
1668138300,141.5625185,143.17396777,134.87261277,137.411841,153.77596408278853,,0,0,0,,,,,,0,0,0,0,,,,4242680.44192785,
1668397500,138.68146,140.341731,135.0190975,136.239885,150.26874826623083,,0,0,0,,,,,,0,0,0,0,,,,2646490.48257784,
1668483900,137.2653465,138.388471,135.263255,135.9957275,147.41414411298467,,0,0,0,,,,,,0,0,0,0,,,,2242631.29332501,
1668570300,136.09340027,137.509504,130.1359475,130.673094,144.06593409038774,,0,0,0,,,,,,0,0,0,0,,,,4183981.65118827,
1668656700,130.72193527,131.84505,122.274076,123.6901895,139.99078517231018,,0,0,0,,,,,,0,0,0,0,,,,5379031.97730973,9315262.996221703
1668743100,124.8621455,135.9957275,123.05538,132.8705115,138.56673043784815,154.14244273999998,0,0,0,,,,,,0,0,0,0,,,,7236602.39804225,9400889.896890327
1669002300,133.7494785,137.11884223,130.184779,130.8195885,137.01730205027852,152.02218326363635,0,0,0,,,,,,0,0,0,0,,,,4529584.38712716,9541831.809385337
1669088700,131.552061,132.138039,125.2527975,125.7411125,134.7620641402228,149.6329950123967,0,0,0,,,,,,0,0,0,0,,,,3131122.32882463,9683752.342238106
1669175100,126.473585,130.6242625,126.37591223,130.03827473,133.81730625817823,147.85165680490607,0,0,0,,,,,,0,0,0,0,,,,2455474.43760687,9705696.067087844
1669261500,130.86842,131.94272277,128.81748723,129.54995973,132.96383695254258,146.18786616173279,0,0,0,,,,,,0,0,0,0,,,,1200412.64347808,9244829.618176792
1669347900,129.89179,134.579614,129.4523065,130.47777777,132.46662511603407,144.7596763079389,0,0,0,,,,,,0,0,0,0,,,,2125571.60849042,8966554.273368625
1669607100,131.45440777,133.3588265,128.57332973,129.01283277,131.77586664682724,143.32814507721716,0,0,0,,,,,,0,0,0,0,,,,2812968.06364744,8554924.07564789
1669693500,129.403475,137.11884223,129.403475,132.528691,131.9264315174618,142.34637652474288,0,0,0,,,,,,0,0,0,0,,,,4370608.11156733,8353168.958561584
1669779900,132.67519527,133.309995,130.4289365,131.161409,131.77342701396944,141.3295612952208,0,0,0,,,,,,0,0,0,0,,,,2516355.22152709,5923000.829382673
1669866300,131.84505,142.392654,130.72193527,134.7261085,132.36396331117555,140.7292474047462,0,0,0,,,,,,0,0,0,0,,,,10227433.11182331,5912999.805453448
1669952700,135.40973973,138.974449,133.7494785,137.509504,133.39307144894045,140.43654345886017,0,0,0,,,,,,0,0,0,0,,,,2354770.9982286,4829006.635061385
1670211900,138.29081777,140.48823527,137.2653465,138.7302915,134.46051545915236,140.28142964441832,0,0,0,,,,,,0,0,0,0,,,,2321715.49102526,4652244.9136315705
1670298300,138.7302915,140.04873223,133.7494785,133.94479473,134.3573713133219,139.70537192492574,0,0,0,,,,,,0,0,0,0,,,,3107455.22869459,4461095.245896604
1670384700,134.579614,135.2144235,130.184779,131.4055665,133.7670103506575,138.9508441590234,0,0,0,,,,,,0,0,0,0,,,,1784671.7794866,4223722.494701167
1670471100,131.69856527,133.505321,128.91516,129.6476325,132.943134780526,138.10509764456674,0,0,0,,,,,,0,0,0,0,,,,2632059.22406643,3575081.0439982386
1670557500,129.89179,132.040376,128.03620277,128.6710025,132.0887083244208,137.2474526314243,0,0,0,,,,,,0,0,0,0,,,,1894518.90685316,3457672.9672445036
