time,open,high,low,close,EMA 9,EMA 21,Entry,TP,SL,B,A0,A1,A2,A3,ST0,ST1,ST2,ST3,ENTRY,TP,SL,Volume,VolAvg
1340682300,111.6,113.880004,111.409998,112.2,110.49969019441698,108.75152344201801,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,26780,30726.5
1340768700,113.980004,113.980004,111.4,111.45,110.68975215553358,108.99683949274365,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,6540,29184
1340855100,113.2,113.2,110.019996,111.6,110.87180172442686,109.23349044794877,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,10230,28430.25
1340941500,112.980004,114.790002,111.459998,113.509998,111.39944097954148,109.6222638617716,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,40670,30217
1341200700,113.8,117.169996,112.630004,114.819996,112.08355198363319,110.09478496524692,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,44385,31187.25
1341287100,115.4,116.7,114.4,116.3,112.92684158690655,110.65889542295174,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,20425,30362.5
1341373500,117.8,120.65,115.2,115.85,113.51147326952524,111.13081402086522,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,121125,35349
1341459900,117.480004,119.8,116.25,118.290002,114.46717901562019,111.78164929169566,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,31190,36062.5
1341546300,119,119,115.4,116,114.77374321249616,112.16513571972332,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,9065,35011.5
1341805500,115.040002,116.4,114,114.380004,114.69499536999693,112.36648738156666,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,8875,33994.25
1341891900,113.890002,116.6,113.890002,115.109998,114.77799589599755,112.61589743778786,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,18115,29070.75
1341978300,116.480004,120.6,115.009998,118.240002,115.47039711679804,113.12717967071625,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,76600,30837.25
1342064700,119.2,123.780004,117.4,120.919996,116.56031689343843,113.83561751883295,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,313405,45368
1342151100,121.980004,125.4,119.609998,120.909998,117.43025311475074,114.47874301712086,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,174190,53331.75
1342410300,122,123.659998,117.4,118.959998,117.73620209180059,114.88612983374624,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,39875,54488
1342496700,120,120.4,114.519996,115.6,117.30896167344048,114.95102712158749,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,38055,55527
1342583100,115.409998,117.2,115.059998,117,117.24716933875239,115.13729738326136,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,40570,55589.5
1342669500,118,118,115.25,116.1,117.01773547100191,115.22481580296487,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,12275,54129.75
1342755900,116.2,118.4,114.419996,116.769996,116.96818757680153,115.36528672996806,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,33320,54442.5
1343015100,114.8,117.209998,114.8,116.359998,116.84654966144122,115.4557150272437,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,37305,55149.75
1343101500,116,118.990002,115.4,116.259998,116.72923932915297,115.52883166113064,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,17405,54681
1343187900,117,117,112.509998,115,116.38339146332238,115.48075605557331,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,33165,56012.25
1343274300,114,114,108,108.330004,114.7727139706579,114.83068768688483,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,22915,56646.5
1343360700,109,111,105.409998,106.75,113.16817117652633,114.09607971534984,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,17180,55472
1343619900,107,110.75,106.319996,110.019996,112.53853614122106,113.72552665031805,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,24530,54479.25
1343706300,110.869996,110.980004,107.509998,109.5,111.93082891297685,113.34138786392549,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,13565,54136.25
1343792700,110.2,114.4,108.4,111.259998,111.79666273038148,113.15217060356862,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,35475,49853.75
1343879100,111.8,113.4,109.2,109.609998,111.35932978430519,112.8301549123351,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,16375,49113
1343965500,110.769996,113.4,108.219996,111.519996,111.39146302744415,112.71104955666827,0,0,0,126.390002,66.2,,,,1,1,1,1,,,,17335,49526.5
