id,stage,parent,entry_fill,min_candle_pos,green_only,rel_vol,min_rr,early_pct,be_arm_r,trail_pct,sizing,rotation,passes,train_total_return_pct,val_total_return_pct,train_cagr,val_cagr,train_max_drawdown_pct,val_max_drawdown_pct,train_win_rate,val_win_rate,train_profit_factor,val_profit_factor,train_num_trades,val_num_trades,train_avg_holding_days,val_avg_holding_days,train_n_target_hit,val_n_target_hit,train_n_stop_hit,val_n_stop_hit
A010,A,,close,,False,gt_prev,0.75,,,,fixed2L,none,False,-41.22516639721277,-2.3499582464579394,-14.13261689714248,-1.572483768885924,53.331479215790935,22.7685846518567,0.38860103626943004,0.4588235294117647,0.6366419482169502,0.9513826487508463,193,85,36.67357512953368,59.305882352941175,72,37,116,38
A011,A,,next_open,,False,gt_prev,0.75,,,,fixed2L,none,False,-33.07459366301012,-10.922059067666435,-10.87537028713259,-7.419166847558123,48.94024210086243,25.724281625481403,0.40476190476190477,0.42857142857142855,0.7041873299315956,0.7673134465478575,210,63,33.82380952380952,73.73015873015873,81,26,123,28
A012,A,,close,,False,gt_prev,1.0,,,,fixed2L,none,False,-39.86477154310022,-1.2910223451855107,-13.567459198241416,-0.8623483047747071,49.84235005132169,22.00039514024961,0.35555555555555557,0.463768115942029,0.6230203951408909,0.9677078857491013,180,69,36.75555555555555,73.1304347826087,63,30,111,29
A013,A,,next_open,,False,gt_prev,1.0,,,,fixed2L,none,False,-25.759123403459395,-9.87965360979748,-8.184931377990512,-6.698468711768701,42.14015949965287,25.935604893019327,0.39267015706806285,0.42105263157894735,0.742300616876474,0.7785787940491654,191,57,34.99476439790576,81.54385964912281,71,23,113,25
A014,A,,close,,False,gt_prev,1.5,,,,fixed2L,none,False,-42.70781469779277,-13.110692577536243,-14.75929185352366,-8.941567153253416,44.370603682663564,22.25943209168671,0.19718309859154928,0.37037037037037035,0.2306242189414749,0.6827757461814108,71,54,34.66197183098591,77.61111111111111,11,17,55,29
A015,A,,next_open,,False,gt_prev,1.5,,,,fixed2L,none,False,-40.92197740554201,-8.901082075707967,-14.00585940148449,-6.024429896890404,43.04273619655965,19.01711654870623,0.19718309859154928,0.375,0.23776866363898136,0.7783628080625294,71,56,34.28169014084507,74.98214285714286,11,18,55,29
A016,A,,close,,False,gt_1_2x20d,,,,,fixed2L,none,False,-44.70534829186269,-3.5838604355436954,-15.62215605509808,-2.4032019897351153,55.864645269720334,23.206323564340007,0.41517857142857145,0.47368421052631576,0.6396178348958693,0.9274454976714893,224,95,31.941964285714285,52.642105263157895,94,43,125,43
A017,A,,next_open,,False,gt_1_2x20d,,,,,fixed2L,none,False,-45.17243520160118,-24.608039543454787,-15.827119571033133,-17.160904927713528,59.62891180773422,31.42867468905532,0.4358974358974359,0.43373493975903615,0.6410724983589718,0.5927532137101919,234,83,29.824786324786324,52.096385542168676,100,36,129,40
A018,A,,close,,False,gt_1_2x20d,0.75,,,,fixed2L,none,False,-39.995571504401504,-0.19361543928976266,-13.621399568141012,-0.1290892143347433,51.80938776613153,22.464586274348868,0.37435897435897436,0.4634146341463415,0.6424382056678304,0.9933597226020957,195,82,37.62564102564102,62.0609756097561,70,36,120,36
A019,A,,next_open,,False,gt_1_2x20d,0.75,,,,fixed2L,none,False,-33.97412696641112,-9.062950969897498,-11.220464535542074,-6.135757682415988,51.518765429889946,27.184136012611788,0.3925233644859813,0.4,0.6998356631974191,0.7925882220049068,214,65,34.55140186915888,69.1076923076923,80,25,128,31
A020,A,,close,,False,gt_1_2x20d,1.0,,,,fixed2L,none,False,-37.33618008215353,6.195578283668213,-12.540767990957836,4.087917468116964,49.29018788372115,22.915318537521422,0.3723404255319149,0.49295774647887325,0.6498647684379542,1.1492682785670774,188,71,37.287234042553195,71.15492957746478,66,32,116,29
A021,A,,next_open,,False,gt_1_2x20d,1.0,,,,fixed2L,none,False,-30.03862652100089,-7.9607207039004475,-9.734542299219173,-5.378981589814879,47.175223985534785,26.18789425991423,0.37755102040816324,0.421875,0.7176949601730234,0.8264091751409053,196,64,35.19897959183673,72.46875,70,26,120,29
A022,A,,close,,False,gt_1_2x20d,1.5,,,,fixed2L,none,False,-46.012779432047104,-5.142821616826954,-16.199031157449216,-3.4578525478030753,50.098638001704764,16.303447223260513,0.22077922077922077,0.3684210526315789,0.2217278264209816,0.8646684995847045,77,57,33.81818181818182,77.14035087719299,12,19,60,29
A023,A,,next_open,,False,gt_1_2x20d,1.5,,,,fixed2L,none,False,-42.05136072860567,-4.861924960001063,-14.480416639238026,-3.2673991270523506,47.369512823922186,16.279090243898715,0.21794871794871795,0.36666666666666664,0.2574061367458548,0.8739852530460951,78,60,32.217948717948715,73.43333333333334,12,20,61,30
A024,A,,close,,True,,,,,,fixed2L,none,False,-35.19501184696876,1.4594675914792798,-11.694247416928283,0.970404426345417,50.38822671243278,23.905990113429414,0.4469026548672566,0.5368421052631579,0.7087735040582535,1.0283837718019206,226,95,33.83185840707964,52.54736842105263,99,48,121,38
A025,A,,next_open,,True,,,,,,fixed2L,none,False,-35.721828548063094,-17.901687307429526,-11.900654259082666,-12.319601559968874,53.89641923843147,26.074901998661566,0.4576271186440678,0.4189189189189189,0.7091087494245463,0.63679724562695,236,74,31.60169491525424,60.45945945945946,105,31,125,35
A026,A,,close,,True,,0.75,,,,fixed2L,none,False,-42.83290272606949,-0.8230460551822305,-14.812690060744526,-0.5493278221675002,54.401650664845256,23.083447068123316,0.37305699481865284,0.4457831325301205,0.6183298855412462,0.9799543978092806,193,83,37.84974093264249,60.63855421686747,68,36,120,37
A027,A,,next_open,,True,,0.75,,,,fixed2L,none,False,-20.71787529287762,-11.950930835154905,-6.43918162664715,-8.133271327942937,44.22903300746469,24.18536909795587,0.4252336448598131,0.375,0.8067821056911959,0.7330870915530483,214,64,35.88317757009346,70.6875,87,23,120,33
A028,A,,close,,True,,1.0,,,,fixed2L,none,False,-30.6698022798343,7.783956164545325,-9.968769187355853,5.1230121108314375,43.59054281713096,22.18430469281937,0.3829787234042553,0.5074626865671642,0.7097458470628817,1.20839777475532,188,67,37.78191489361702,75.05970149253731,69,31,113,26
A029,A,,next_open,,True,,1.0,,,,fixed2L,none,False,-20.755612485847806,-6.6493219495404094,-6.451951390351052,-4.482518698164506,42.5388690898869,22.748370044890713,0.4020100502512563,0.41379310344827586,0.8001191340965366,0.8414855265808251,199,58,35.72361809045226,80.6896551724138,75,23,117,26
A030,A,,close,,True,,1.5,,,,fixed2L,none,False,-43.43943921138313,2.7208788970854547,-15.072799892869904,1.8053758276437293,47.75787725190639,14.348993447695445,0.2191780821917808,0.43859649122807015,0.22251291605267545,1.073786324528987,73,57,34.863013698630134,79.2280701754386,11,22,57,25
A031,A,,next_open,,True,,1.5,,,,fixed2L,none,False,-43.29808903135676,0.39842934959513077,-15.01200549636945,0.26538286511506026,47.65246693609822,13.908263039584384,0.21621621621621623,0.3888888888888889,0.21885284826208443,1.0084460165837197,74,54,33.5945945945946,84.01851851851852,11,19,58,25
A032,A,,close,,True,gt_prev,,,,,fixed2L,none,False,-37.23235310129903,7.7764601619442875,-12.499247417421177,5.118139204007122,50.06115437138594,22.305798017523657,0.4533333333333333,0.5483870967741935,0.6956750208465019,1.1709691054376732,225,93,33.67111111111111,53.53763440860215,100,48,119,35
A033,A,,next_open,,True,gt_prev,,,,,fixed2L,none,False,-27.23638494936944,-11.075531994418276,-8.712471514367671,-7.525511877832757,48.76388924813103,24.961978067137245,0.47580645161290325,0.48,0.7810195505205281,0.7917542058910291,248,75,29.705645161290324,61.946666666666665,113,34,128,32
A034,A,,close,,True,gt_prev,0.75,,,,fixed2L,none,False,-32.85001316608661,-7.898426348668918,-10.789729535221326,-5.336301652836772,47.07343324569941,22.226061757438075,0.4090909090909091,0.4444444444444444,0.6967882066876301,0.8450505443915959,198,81,37.26767676767677,60.32098765432099,77,35,115,37
A035,A,,next_open,,True,gt_prev,0.75,,,,fixed2L,none,False,-22.413885205584137,-12.035526565896914,-7.017423540278067,-8.19210977399958,42.72799938109746,25.724281625481403,0.430622009569378,0.421875,0.7885809764439352,0.7499671393766453,209,64,35.43540669856459,72.34375,85,26,117,29
A036,A,,close,,True,gt_prev,1.0,,,,fixed2L,none,False,-23.862343727249204,3.8109829556015606,-7.518446413745494,2.524202266194253,43.79074447875183,20.734405509677735,0.4010989010989011,0.4864864864864865,0.7617150531386117,1.0851371236614318,182,74,37.78021978021978,67.95945945945945,70,34,105,30
A037,A,,next_open,,True,gt_prev,1.0,,,,fixed2L,none,False,-18.1681027827876,-5.848049379528586,-5.586236089303487,-3.936841672369773,43.06502396119045,22.974132751093514,0.418848167539267,0.45098039215686275,0.8158856106079253,0.8521954267744997,191,51,35.15183246073298,93.49019607843137,75,21,109,21
A038,A,,close,,True,gt_prev,1.5,,,,fixed2L,none,False,-38.55259640047664,-1.6884392061017661,-13.030909794221323,-1.1285617024473393,40.996806903099085,15.664799224916687,0.19696969696969696,0.4444444444444444,0.23669884035877867,0.9499939167501938,66,54,36.42424242424242,78.96296296296296,10,20,51,25
