time,open,high,low,close,EMA 9,EMA 21,Entry,TP,SL
1759981500,215.45,215.88,213.77,214.26,220.59578848713588,227.82362513161385,0,0,0
1760067900,215.5,217.3,213.68,215.29,219.5346307897087,226.6842046651035,0,0,0
1760327100,215,215.95,211.5,212.85,218.19770463176695,225.42654969554863,0,0,0
1760413500,213,213.16,209.63,210.22,216.60216370541357,224.04413608686238,0,0,0
1760499900,210.25,218.35,208.25,217.54,216.78973096433086,223.4528509880567,0,0,0
1760586300,218.32,219.25,214.6,216.97,216.8257847714647,222.86350089823335,0,0,0
1760672700,217.8,219.48,215.5,217.13,216.88662781717176,222.3422735438485,0,0,0
1760931900,218.2,221.39,217.58,219.41,217.3913022537374,222.07570322168047,0,0,0
1761034500,221.59,225.22,220.36,224.26,218.7650418029899,222.27427565607314,0,0,0
1761191100,226.5,226.59,220.3,220.76,219.16403344239194,222.13661423279376,0,0,0
1761277500,222.3,224.9,218,221.94,219.71922675391355,222.1187402116307,0,0,0
1761536700,224.77,226.63,219.7,220,219.77538140313084,221.9261274651188,0,0,0
1761623100,220,223.2,219.33,219.93,219.80630512250468,221.74466133192618,0,0,0
1761709500,221,222.25,218.55,219.01,219.64704409800373,221.49605575629653,0,0,0
1761795900,219,221,217.04,218.18,219.35363527840298,221.19459614208776,0,0,0
1761882300,218,218.74,214.64,216.88,218.8589082227224,220.8023601291707,0,0,0
1762141500,218.2,218.2,215.85,216.69,218.42512657817792,220.428509208337,0,0,0
1762227900,216.75,217.51,214.5,214.9,217.72010126254233,219.92591746212454,0,0,0
1762400700,214.8,215,210.46,210.98,216.37208101003387,219.11265223829503,0,0,0
1762487100,210.72,210.98,207.66,207.91,214.6796648080271,218.09422930754093,0,0,0
1762746300,209,209.66,205.3,205.63,212.86973184642167,216.96111755230993,0,0,0
1762832700,205,208.14,204.73,207.62,211.81978547713734,216.11192504755448,0,0,0
1762919100,208.02,209.99,207,208,211.0558283817099,215.37447731595861,0,0,0
1763005500,207.91,210,207.26,209.62,210.76866270536792,214.85134301450782,0,0,0
1763091900,209.56,210.3,208,209.18,210.45093016429433,214.3357663768253,0,0,0
1763351100,209.34,212.99,208.6,209.92,210.34474413143548,213.93433306984116,0,0,0
1763437500,209.92,210.75,206.5,207.29,209.7337953051484,213.33030279076468,0,0,0
1763523900,207.28,210.5,206.75,209.48,209.6830362441187,212.9802752643315,0,0,0
1763610300,209,212.3,208.74,209.8,209.70642899529497,212.69115933121046,0,0,0
1763696700,209.44,209.89,203.95,208.66,209.49714319623598,212.32469030110042,0,0,0
1763955900,209.49,209.7,206.2,208.78,209.3537145569888,212.0024457282731,0,0,0
1764042300,209.5,209.5,206.62,207.48,208.97897164559103,211.5913142984301,0,0,0
1764128700,207.35,210.1,206.85,209.35,209.0531773164728,211.38755845311826,0,0,0
1764215100,208.5,212.31,205.71,211.61,209.56454185317824,211.4077804119257,0,0,0
1764301500,211.9,211.9,208.2,208.7,209.3916334825426,211.16161855629608,0,0,0
1764560700,208.6,210.26,207.7,208.88,209.28930678603408,210.9541986875419,0,0,0
1764647100,208.88,210.09,206.55,207.34,208.89944542882725,210.62563517049261,0,0,0
1764733500,207,208.68,206.75,207.67,208.6535563430618,210.3569410640842,0,0,0
1764819900,207.67,208.58,206.1,207.72,208.46684507444945,210.11721914916745,0,0,0
1764906300,211.5,211.99,205.2,205.91,207.95547605955957,209.73474468106133,0,0,0
1765165500,206.49,207.5,205,205.45,207.45438084764766,209.3452224373285,0,0,0
1765251900,204.8,205.39,194,199.02,205.76750467811812,208.4065658521168,0,0,0
1765338300,200,200.69,190.4,191.65,202.9440037424945,206.88324168374257,0,0,0
1765424700,192,192.85,190.35,191.36,200.62720299399558,205.47203789431143,0,0,0
1765511100,192.85,194.45,192.05,193.63,199.22776239519646,204.39548899482858,0,0,0
1765770300,194.43,194.47,190.56,190.76,197.53420991615718,203.1558990862078,0,0,0
1765856700,190.9,192.43,189.7,190.54,196.13536793292573,202.0089991692798,0,0,0
1765943100,190.99,192.3,190.3,191.97,195.30229434634057,201.09636288116346,0,0,0
1766029500,191.87,191.87,188.2,189.69,194.17983547707246,200.05942080105768,0,0,0
1766115900,190.95,195,190.4,193.83,194.10986838165798,199.49310981914334,0,0,0
1766375100,195.1,197,194.47,196.24,194.53589470532637,199.1973725628576,0,0,0
1766461500,196.9,196.9,194.11,194.68,194.5647157642611,198.78670232987054,0,0,0
1766547900,194.75,196.2,193.58,195.35,194.72177261140888,198.47427484533685,0,0,0
1766720700,195.35,199.29,193.6,198.49,195.47541808912712,198.47570440485168,0,0,0
1766979900,198.49,199.07,195.19,196.49,195.6783344713017,198.29518582259243,0,0,0
1767066300,195.8,199,193.91,196.24,195.79066757704135,198.1083507478113,0,0,0
1767152700,196,197.99,195.02,197.43,196.11853406163308,198.04668249801028,0,0,0
1767239100,197.8,197.8,195.85,196.53,196.20082724930646,197.90880227091844,0,0,0
1767325500,196.5,199.23,195.75,198.69,196.69866179944518,197.9798202462895,0,0,0
1767584700,199,201,196.73,198.26,197.01092943955615,198.00529113299046,0,0,0
1767671100,198.2,200.5,196.5,200,197.60874355164492,198.18662830271862,0,0,0
1767757500,200,200,196,197.36,197.55899484131595,198.11148027519874,0,0,0
1767843900,197.33,197.5,192.25,193.87,196.82119587305277,197.72589115927158,0,0,0
1767930300,193.6,195.47,191.94,194.5,196.35695669844222,197.43262832661054,0,0,0
1768189500,195,195,187.05,190.61,195.20756535875378,196.81238938782778,0,0,0
1768275900,191.11,193.11,189.67,192.44,194.65405228700303,196.4148994434798,0,0,0
1768362300,192.74,195.7,191.5,191.91,194.10524182960242,196.0053631304362,0,0,0
1768535100,192.84,195.13,186.5,186.9,192.66419346368193,195.17760284585108,0,0,0
1768794300,186.9,188.27,183.86,185.26,191.18335477094553,194.27600258713736,0,0,0
1768880700,186.65,186.65,177.85,179.59,188.8646838167564,192.94091144285215,0,0,0
1768967100,180.19,189.29,178.2,187.32,188.55574705340513,192.42991949350196,0,0,0
1769053500,190,190.46,184.31,184.8,187.8045976427241,191.73629044863813,0,0,0
1769139900,184.8,184.8,181.5,182.21,186.6856781141793,190.87026404421647,0,0,0
1769485500,182.5,183.19,178.75,179.27,185.20254249134345,189.81569458565133,0,0,0
