time,open,high,low,close,EMA 9,EMA 21,EntryMark,TPMark,SLMark,B,A0,A1,A2,A3,ST0,ST1,ST2,ST3,ENTRY,TP,SL,Volume,VolAvg
1607524200,182,195.5,163.8,189.51,,,0,0,0,,,,,,0,0,0,0,,,,25373661,
1607610600,179.71,187.6951,172.6361,186,,,0,0,0,,,,,,0,0,0,0,,,,9307612,
1607697000,176.52,182,168.25,175,,,0,0,0,,,,,,0,0,0,0,,,,4760590,
1607956200,169.1,170,151.2,160,,,0,0,0,,,,,,0,0,0,0,,,,7859600,
1608042600,157.1,161.42,153.76,158.89,,,0,0,0,,,,,,0,0,0,0,,,,5017013,
1608129000,161.18,167.47,157.2,158.05,,,0,0,0,,,,,,0,0,0,0,,,,3061346,
1608215400,159.1,161.66,149.95,154.21,,,0,0,0,,,,,,0,0,0,0,,,,6369766,
1608301800,154.21,169.95,147.32,166.35,,,0,0,0,,,,,,0,0,0,0,,,,8157776,
1608561000,169.07,173.46,155,160.23,167.5822222222222,,0,0,0,,,,,,0,0,0,0,,,,3884152,
1608647400,161.05,163.21,153.4215,156.79,165.42377777777776,,0,0,0,,,,,,0,0,0,0,,,,2388552,
1608733800,155,161.56,150.25,158.22,163.98302222222222,,0,0,0,,,,,,0,0,0,0,,,,1760137,
1608820200,157.38,158.6,153.07,158.46,162.87841777777777,,0,0,0,,,,,,0,0,0,0,,,,672982,
1609165800,158.25,158.45,141.505,147.89,159.8807342222222,,0,0,0,,,,,,0,0,0,0,,,,3807655,
1609252200,146.12,147.4,139.64,141.27,156.15858737777776,,0,0,0,,,,,,0,0,0,0,,,,3849488,
1609338600,144.4,147.98,139.8,140.2,152.96686990222221,,0,0,0,,,,,,0,0,0,0,,,,3121114,
1609425000,140.2,146.5,135.38,142.75,150.92349592177777,,0,0,0,,,,,,0,0,0,0,,,,2637335,
1609770600,142.5,143.62,137.17,139.19,148.57679673742223,,0,0,0,,,,,,0,0,0,0,,,,2026410,
1609857000,138,146.12,137.835,144.43,147.74743738993777,,0,0,0,,,,,,0,0,0,0,,,,1031819,
1609943400,141.27,142,138.21,140.01,146.19994991195023,,0,0,0,,,,,,0,0,0,0,,,,1931379,
1610029800,140,154.64,139.435,152.77,147.51395992956017,,0,0,0,,,,,,0,0,0,0,,,,3215243,5011681.5
1610116200,152,158.31,147.3,156.09,149.22916794364815,156.49095238095236,0,0,0,,,,,,0,0,0,0,,,,2548681,3870432.5
1610375400,153.19,169,153.19,167,152.7833343549185,157.44632034632033,0,0,0,,,,,,0,0,0,0,,,,2541253,3532114.55
