time,open,high,low,close,EMA 9,EMA 21,EntryMark,TPMark,SLMark,B,A0,A1,A2,A3,ST0,ST1,ST2,ST3,ENTRY,TP,SL,Volume,VolAvg
1619098200,9.9,9.9908,9.9,9.9,,,0,0,0,,,,,,0,0,0,0,,,,11800,
1619184600,9.92,9.92,9.9,9.91,,,0,0,0,,,,,,0,0,0,0,,,,11618,
1619616600,9.91,9.91,9.9,9.91,,,0,0,0,,,,,,0,0,0,0,,,,12011,
1619703000,9.93,9.93,9.93,9.93,,,0,0,0,,,,,,0,0,0,0,,,,1057,
1619789400,9.91,9.93,9.9,9.93,,,0,0,0,,,,,,0,0,0,0,,,,2175,
1620135000,9.95,9.95,9.9,9.9,,,0,0,0,,,,,,0,0,0,0,,,,14000,
1620221400,9.9,9.9,9.9,9.9,,,0,0,0,,,,,,0,0,0,0,,,,6357,
1620307800,9.91,9.91,9.9,9.9,,,0,0,0,,,,,,0,0,0,0,,,,20003,
1620394200,9.9,9.91,9.9,9.9,9.908888888888889,,0,0,0,,,,,,0,0,0,0,,,,18102,
1620653400,9.93,9.93,9.9,9.9,9.907111111111112,,0,0,0,,,,,,0,0,0,0,,,,6862,
1620739800,9.89,9.9,9.85,9.85,9.89568888888889,,0,0,0,,,,,,0,0,0,0,,,,340011,
1620999000,9.89,9.89,9.8,9.8,9.876551111111112,,0,0,0,,,,,,0,0,0,0,,,,7011,
1621431000,9.85,9.85,9.8,9.8,9.86124088888889,,0,0,0,,,,,,0,0,0,0,,,,1160,
1621517400,9.85,9.85,9.78,9.78,9.844992711111113,,0,0,0,,,,,,0,0,0,0,,,,1601,
1621603800,9.95,10.04,9.79,9.8,9.83599416888889,,0,0,0,,,,,,0,0,0,0,,,,9460,
1621949400,9.81,10.04,9.77,9.8,9.828795335111112,,0,0,0,,,,,,0,0,0,0,,,,4650,
1622035800,10.39,10.39,9.79,9.79,9.82103626808889,,0,0,0,,,,,,0,0,0,0,,,,9616,
1622122200,9.79,9.79,9.75,9.75,9.806829014471111,,0,0,0,,,,,,0,0,0,0,,,,13317,
1622208600,9.76,9.76,9.75,9.76,9.797463211576888,,0,0,0,,,,,,0,0,0,0,,,,3529,
1622554200,10.05,10.05,9.71,9.72,9.78197056926151,,0,0,0,,,,,,0,0,0,0,,,,5383,24986.15
1622640600,9.78,9.78,9.7663,9.7663,9.778836455409207,9.842680952380952,0,0,0,,,,,,0,0,0,0,,,,680,24430.15
1622727000,9.81,9.81,9.81,9.81,9.785069164327366,9.839709956709957,0,0,0,,,,,,0,0,0,0,,,,105,23854.5
1622813400,9.8188,9.95,9.81,9.86,9.800055331461893,9.84155450609996,0,0,0,,,,,,0,0,0,0,,,,207805,33644.2
1623072600,9.82,9.835,9.8,9.8,9.800044265169515,9.837776823727237,0,0,0,,,,,,0,0,0,0,,,,2610,33721.85
1623159000,9.75,9.79,9.75,9.775,9.795035412135611,9.832069839752034,0,0,0,,,,,,0,0,0,0,,,,5369,33881.55
1623245400,9.775,9.8,9.775,9.8,9.79602832970849,9.829154399774577,0,0,0,,,,,,0,0,0,0,,,,7625,33562.8
1623331800,9.78,9.84,9.74,9.81,9.798822663766792,9.82741309070416,0,0,0,,,,,,0,0,0,0,,,,43162,35403.05
1623418200,9.74,9.78,9.73,9.765,9.792058131013434,9.821739173367419,0,0,0,,,,,,0,0,0,0,,,,141147,41460.25
1623677400,9.8,9.8,9.75,9.77,9.787646504810747,9.8170356121522,0,0,0,,,,,,0,0,0,0,,,,14357,41273
1623763800,9.76,9.78,9.76,9.77,9.784117203848597,9.81275964741109,0,0,0,,,,,,0,0,0,0,,,,4372,41148.5
1623850200,9.77,9.8,9.77,9.79,9.785293763078878,9.810690588555536,0,0,0,,,,,,0,0,0,0,,,,2611,24278.5
1623936600,9.79,9.8,9.75,9.76,9.780235010463102,9.806082353232306,0,0,0,,,,,,0,0,0,0,,,,15203,24688.1
1624023000,9.77,9.77,9.75,9.75,9.774188008370482,9.800983957483915,0,0,0,,,,,,0,0,0,0,,,,5092,24884.7
1624282200,9.76,9.76,9.74,9.74,9.767350406696385,9.795439961349013,0,0,0,,,,,,0,0,0,0,,,,5438,25076.55
