time,open,high,low,close,EMA 9,EMA 21,EntryMark,TPMark,SLMark,B,A0,A1,A2,A3,ST0,ST1,ST2,ST3,ENTRY,TP,SL,Volume,VolAvg
1316179800,10.16979,11.050032,9.400646,10.853473,,,0,0,0,,,,,,0,0,0,0,,,,1134904,
1316439000,10.468901,11.776446,10.25525,11.776446,,,0,0,0,,,,,,0,0,0,0,,,,778606,
1316525400,11.947367,11.981551,11.391874,11.708078,,,0,0,0,,,,,,0,0,0,0,,,,930050,
1316611800,11.793538,11.964459,11.263683,11.451696,,,0,0,0,,,,,,0,0,0,0,,,,724329,
1316698200,11.186769,11.323506,10.597092,11.280775,,,0,0,0,,,,,,0,0,0,0,,,,1439833,
1316784600,11.451696,11.451696,10.272342,10.468901,,,0,0,0,,,,,,0,0,0,0,,,,475278,
1317043800,10.588546,10.827835,9.733942,10.827835,,,0,0,0,,,,,,0,0,0,0,,,,212793,
1317130200,10.896204,12.255024,10.896204,11.426058,,,0,0,0,,,,,,0,0,0,0,,,,2092201,
1317216600,11.35769,11.708078,10.896204,10.981664,11.197213999999999,,0,0,0,,,,,,0,0,0,0,,,,294509,
1317303000,11.109855,11.323506,10.827835,11.255137,11.2087986,,0,0,0,,,,,,0,0,0,0,,,,260108,
1317389400,11.135493,11.323506,10.306527,10.597092,11.08645728,,0,0,0,,,,,,0,0,0,0,,,,729156,
1317648600,10.25525,10.836381,10.041599,10.511632,10.971492224,,0,0,0,,,,,,0,0,0,0,,,,27652847,
1317735000,10.417625,11.323506,9.443376,10.511632,10.8795201792,,0,0,0,,,,,,0,0,0,0,,,,7100523,
1317821400,9.870679,10.511632,9.622843,10.426171,10.78885034336,,0,0,0,,,,,,0,0,0,0,,,,2320318,
1317907800,10.16979,11.092763,10.16979,10.90475,10.812030274688,,0,0,0,,,,,,0,0,0,0,,,,3900701,
1317994200,10.759467,11.109855,10.485994,10.554362,10.7604966197504,,0,0,0,,,,,,0,0,0,0,,,,2398602,
1318253400,10.554362,10.631276,10.246704,10.571454,10.72268809580032,,0,0,0,,,,,,0,0,0,0,,,,2249516,
1318339800,9.827948,10.90475,9.810856,10.66546,10.711242476640257,,0,0,0,,,,,,0,0,0,0,,,,3528117,
1318426200,10.648368,10.938934,10.58,10.768013,10.722596581312205,,0,0,0,,,,,,0,0,0,0,,,,3808868,
1318512600,10.597092,10.913296,10.383441,10.785105,10.735098265049764,,0,0,0,,,,,,0,0,0,0,,,,4183501,3310738
1318599000,10.785105,11.169677,10.58,11.118401,10.81175881203981,10.92591119047619,0,0,0,,,,,,0,0,0,0,,,,1940892,3351037.4
1318858200,11.135493,11.733716,11.109855,11.72517,10.994441049631849,10.998571082251082,0,0,0,,,,,,0,0,0,0,,,,2068308,3415522.5
1318944600,11.793538,13.032714,11.776446,12.374669,11.27048663970548,11.123670892955529,0,0,0,,,,,,0,0,0,0,,,,6151774,3676608.7
1319031000,12.246478,13.032714,12.246478,12.870339,11.590457111764383,11.282458902686844,0,0,0,,,,,,0,0,0,0,,,,3978518,3839318.15
1319117400,12.742149,13.024168,12.54559,12.759241,11.824213889411507,11.416711820624403,0,0,0,,,,,,0,0,0,0,,,,1466022,3840627.6
1319203800,12.913069,13.237819,12.63105,12.776333,12.014637711529206,11.540313746022186,0,0,0,,,,,,0,0,0,0,,,,2037512,3918739.3
1319463000,12.750695,14.0155,12.750695,13.502746,12.312259369223364,11.718716678201988,0,0,0,,,,,,0,0,0,0,,,,2350553,4025627.3
1319549400,13.45147,13.528384,12.605412,12.63105,12.376017495378692,11.801656071092715,0,0,0,,,,,,0,0,0,0,,,,2673553,4054694.9
